DrahtBot,2018-10-20T09:57:37Z,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* [#12677](https://drahtbot.github.io/bitcoin_core_issue_redirect/r/12677.html) (RPC: Add ancestor{count,size,fees} to listu",https://github.com/bitcoin/bitcoin/pull/14481#issuecomment-431566686,431566686,
meshcollider,2018-10-17T12:05:16Z,"@Sjors because this has to be compatible with how signrawtransaction works, so it can be passed directly in. signrawtransaction only accepts the witness script as ""redeemScript"" and automatically wraps it",https://github.com/bitcoin/bitcoin/pull/14481#discussion_r225895974,225895974,src/wallet/rpcwallet.cpp
Sjors,2018-10-17T12:42:47Z,"Would it be super involved to add support for witnessScript to `signrawtransactionwithkey` and `signrawtransactionwithwallet`? The terminology is already quite confusing, so consistency can really help.",https://github.com/bitcoin/bitcoin/pull/14481#discussion_r225910374,225910374,src/wallet/rpcwallet.cpp
instagibbs,2018-10-17T14:32:11Z,Agreed with @Sjors I'd much rather we fix terminology instead of compounding confusion.,https://github.com/bitcoin/bitcoin/pull/14481#discussion_r225955502,225955502,src/wallet/rpcwallet.cpp
ryanofsky,2018-11-14T16:03:24Z,"re: https://github.com/bitcoin/bitcoin/pull/14481#discussion_r225830355\n\nBeing consistent with terminology from https://bitcoincore.org/en/segwit_wallet_dev/#creation-of-p2sh-p2wsh-address and `importmulti` seems good. Making it possible to call `signrawtransaction` directly also seems good. Can't we do both by updating `signrawtransaction` to accept a `witnessScript` field?\n\nIf we did thi",https://github.com/bitcoin/bitcoin/pull/14481#discussion_r233509783,233509783,src/wallet/rpcwallet.cpp
ryanofsky,2018-11-14T16:56:43Z,"IsPayToWitnessScriptHash succeeding and ExtractDestination failing should never happen, right? I think it would be better to trigger an actual error in this case than to silently fall back to the non-witness case.",https://github.com/bitcoin/bitcoin/pull/14481#discussion_r233533063,233533063,src/wallet/rpcwallet.cpp
laanwj,2019-02-12T09:20:09Z,maybe `optionally` instead of `also`,https://github.com/bitcoin/bitcoin/pull/14481#discussion_r255864423,255864423,doc/release-notes-14481.md
laanwj,2019-02-12T09:24:51Z,Please pass fractional amounts as a `Decimal`,https://github.com/bitcoin/bitcoin/pull/14481#discussion_r255866210,255866210,test/functional/rpc_signrawtransaction.py
Sjors,2019-02-12T10:08:10Z,I was also referring to this overloading.,https://github.com/bitcoin/bitcoin/pull/14481#discussion_r255883148,255883148,src/rpc/rawtransaction.cpp
ryanofsky,2019-02-12T22:01:28Z,"In commit ""Make listunspent return witness script for P2WSH or P2SH-P2WSH"" (0b665ab577ab41e3b7b12d9b7d83c151cf90fdaf)\n\nCould update commit message to mention change to signrawtransactionwithkey",https://github.com/bitcoin/bitcoin/pull/14481#discussion_r256165484,256165484,src/rpc/rawtransaction.cpp
ryanofsky,2019-02-12T22:11:42Z,"In commit ""Make listunspent return witness script for P2WSH or P2SH-P2WSH"" (0b665ab577ab41e3b7b12d9b7d83c151cf90fdaf)\n\nThis would be broken if compiled with NDEBUG, which even though we don't support it, isn't really great for readability because you don't expect to see code with side effects inside an assert. Would be a little better to write something like:\n\n```c++\nbool extracted = Ext",https://github.com/bitcoin/bitcoin/pull/14481#discussion_r256168795,256168795,src/wallet/rpcwallet.cpp
